Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Balkrishna Inds,11.85,56207.94,17.55,13.79,17.58,18.11,18.07,18.4,34.5,34.02,32,31.14,28.53,17.45,12.45,14.09,9.54,7.38,13.87,12.2,11.74,2.49,2,5.98,5.57,7,15.37,10.24,0.55,21.02,58.29,6.52,0,8.65,0.93,0.33,17.55,Y,Y,N,Y,0,0,0,0,1,1
MRF,13.46,52046.76,12.55,4.87,7.36,8.68,9.33,12.34,25.22,36.54,27.56,25.68,22.98,15.91,9.4,9.41,7.47,15.49,11.81,4.1,9.33,2.14,4,3.12,2.01,8,7.83,3.04,0.16,4.07,27.77,41.88,0,5.41,0.5,0.17,8.82,N,Y,N,Y,0,0,0,0,0,0
I R C T C,23.17,64968,40.45,45.36,41.89,37.51,35.72,,54.61,66.01,69.08,68.94,68.94,76.5,17.96,15.9,,93.62,32.2,3.32,,1.7,3,20.11,14.8,6,27.04,27.85,0.8,46.79,62.4,16.14,0,19.9,1.95,0.02,93.27,N,Y,Y,N,0,0,0,0,1,1
Interglobe Aviat,76.68,168650.31,,,,,,,25.44,20.92,23.8,23.46,20.92,67.58,19.31,20.59,20.01,46.46,101.59,23.63,-34.61,0.25,4,45.16,2.28,7,10.41,-1.42,0,0,49.29,4.64,0,4.24,1.17,15.86,2.45,Y,N,N,Y,0,0,1,0,1,2
Indus Towers,98.52,90199.54,24.19,9.71,21.77,22.18,20.37,17.83,11.96,13.9,13.9,15.29,17.89,27.02,33.18,24.74,10.2,17.25,12.15,7.96,11.21,0.57,5,3.18,3.08,7,20.37,7.4,0,0,53,5.81,5.66,4.4,1.03,0.75,11.53,N,Y,Y,Y,1,1,0,1,1,4
Adani Enterp.,19.09,310872.81,9.73,9.63,8.33,7.64,7.04,6.98,74.81,111.98,104.34,85.41,23.94,34.6,19.02,14.87,5.78,46.52,41.75,20.61,4.65,1.75,5,7.86,3.04,6,3.75,2.09,0.05,4.57,74.72,7.36,0,4.3,0.58,1.67,2.48,N,Y,N,Y,0,0,0,0,1,1
Avenue Super.,10.55,263690.05,14.48,15.95,14.12,13.46,14.03,14.39,98.15,117.81,123.33,123.04,124.9,28.13,20.48,23.04,26.91,31.62,21.96,26.17,29.37,4.27,5,13.09,4.81,5,4.96,5.54,0,0,74.65,7.91,0,22.69,0.8,0.04,61.9,N,Y,N,N,0,0,0,0,1,1
Trent,246.89,261690.32,27.16,11.94,15.2,9.46,8.75,7.72,208.9,182.69,183.43,167.92,164.79,68.36,36.3,31.58,18.16,100.91,54.41,39.73,57.94,3.7,5,64.33,18.89,8,7.31,3.59,0.04,7.65,37.01,22.98,0,62.28,0.52,0.43,7.32,Y,Y,N,Y,0,1,1,0,1,3
FSN E-Commerce,26.49,50616.69,2.44,1.42,2.58,3.22,,,1310.97,1504.53,1504.53,1504.53,1504.53,37.79,41.86,,,-74.5,15.32,,,48.39,5,40.07,7.54,5,0.62,0.41,0,0,52.18,15.86,0,26.9,0.59,0.77,1.95,N,Y,N,Y,0,0,0,0,1,1
Grasim Inds,41.47,175921.34,6.9,8.85,8.67,8.45,7.73,7.92,32.33,18.32,17.62,18.17,15.9,19.68,11.15,20.23,16.55,10.26,18.78,4.46,8.15,1.79,2,1.94,1.32,4,7.78,9.42,0.38,11.81,43.11,25.04,0,1.56,0.55,1.55,2.38,Y,Y,N,N,1,0,0,0,1,2
Bharti Airtel,82.16,997779.2,14.93,12.05,11.31,12.36,9.19,8.94,83.54,69.33,65.65,92.44,59.69,14.23,13.17,6.67,5.74,-0.37,121.21,14.95,16.01,0.68,2,11.49,6.61,5,9.1,9.19,0.48,61.64,53.14,2.93,0,4.39,0.42,2.63,1.91,Y,Y,N,N,0,0,0,0,1,1
Bharti Hexacom,,71307.5,14.02,13.41,9.29,-1.17,,,114.98,53.96,53.96,53.96,53.96,15.49,14.43,,,34.45,18.89,,,5.13,3,,10.06,6,8.75,8.02,0.28,39.65,70,16.05,0,7.03,0.29,1.75,2.84,Y,N,N,Y,0,0,0,0,1,1
Vodafone Idea,-29.72,53390.06,,,,,,,,,,,36.41,0.55,2.83,2.63,4.87,7.54,-2.9,,,,2,,1.26,5,-75.18,-69.64,0,0,37.32,21.94,0,-0.34,0.24,,-0.2,N,N,N,N,0,0,0,0,1,1
Tata Comm,10.55,50661.6,65.21,141.55,126.04,,,,61.94,26.98,31.14,30.47,31.58,7.03,4.88,2.52,1.7,-5.37,72.66,-9.02,30.04,0.85,2,28.49,2.23,4,5.14,9.73,0.94,49.15,58.86,9.62,0,4.42,0.57,6.99,2.63,Y,Y,N,N,0,0,0,0,1,1
Tata Consumer,10.55,96273.91,8.32,6.86,7.25,6.83,6.78,6.29,70.45,75.38,72.02,66.6,40.56,9.44,15.96,12.23,6.99,14.41,16.91,12.78,7.63,2.61,3,5.03,5.91,5,9.35,8.58,0.8,64.19,33.84,23.06,0,6.78,0.84,0.15,8.13,N,Y,N,Y,0,0,0,0,1,1
Jindal Steel,39.63,91711.02,14.12,10.6,14.04,11.03,7.53,4.03,16.41,13.65,12.96,13.51,13.28,13.35,1.4,12.85,10.07,15.96,60.2,24.7,10.63,0.27,3,2.07,1.8,7,11.65,9.27,0.22,3.38,61.19,9.75,13.11,3.73,0.62,0.37,5.88,Y,Y,Y,Y,1,0,0,0,1,2
JSW Steel,28.94,230814.17,11.79,5.64,17.14,16.83,18.16,16.86,44.96,22.5,21.23,16.58,16.31,29.9,15.6,17.8,13.07,1.66,2.13,12.98,37.36,19.05,2,2.9,1.35,6,4.92,2.26,0.77,25.27,44.84,18.22,14.34,3.13,0.43,1.2,1.95,Y,Y,N,Y,0,0,0,0,1,1
Tata Steel,21.65,182084.73,6.55,7.28,18.07,13.81,13.77,10.21,112.86,10.95,7.81,7.65,8.99,13.61,7.77,10.73,4.43,-7.94,-7.75,22.75,5.09,-19.36,4,1.98,0.81,3,3.09,3.25,2.47,-101.2,33.19,24.69,0,2.59,0.21,0.95,2.01,Y,Y,Y,N,0,0,0,0,1,1
Tube Investments,51.07,89509.61,26.48,26.97,27.22,24.64,23.12,,104.65,64.6,63.06,58.87,58.87,40.55,23.95,20.88,,61.47,37.45,,,2.73,4,17.55,5.09,5,10.18,8.77,0.08,5.64,44.96,11.48,0.01,13.49,0.98,0.18,31.56,Y,Y,Y,Y,0,0,1,0,1,2
Jindal Stain.,47.58,54671.94,19.88,19.14,25.46,22.68,21.27,,22.33,8.56,12.15,11.55,11.92,46.8,23.25,22.57,11.65,63.04,60.64,53.38,10.54,0.28,5,3.54,1.45,7,6.78,5.83,0.45,6.07,60.49,10.86,0,4.87,0.56,0.42,6.56,Y,Y,N,Y,1,0,1,0,1,3
Marico,19.03,82876.48,38.51,35.85,37.21,36.76,36.81,36.55,54.6,53.35,51.76,51.51,49.32,6.25,5.65,7.24,7.49,8.06,5.74,9.78,11.85,9.43,3,21.62,8.44,6,15.44,13.32,1.48,82.75,59.21,4.69,0.13,21.3,0.99,0.14,28.05,Y,Y,N,Y,0,0,0,0,1,1
Patanjali Foods,29.81,59951.78,7.63,11.13,10.63,,,,60.27,48.66,54.13,49.38,45.31,24.8,20.04,7.99,2.67,-2.77,55.63,14.26,52.4,1.04,3,5.53,1.91,6,2.41,2.83,0.48,28.38,69.76,10.57,0,11.09,1.42,0.1,8.67,Y,Y,Y,N,1,0,0,1,1,3
Reliance Industr,17.21,1796895.63,9.25,8.94,8.71,8.73,9.29,9.71,26.46,25.76,26.37,24.51,20.93,24.46,9.61,16.76,7.57,13.93,11.96,13.27,13.17,2.21,4,2.19,1.94,6,8.81,8.47,0.19,9.72,50.24,10.67,0,3.07,0.72,0.44,5.34,Y,N,N,Y,0,0,1,0,1,2
I O C L,68.37,206607.84,25.66,7.17,18.14,16.29,16.69,16.15,6.7,5.25,5.72,6.43,8.72,28.73,8.01,11.81,4.74,24.21,19.14,11.53,22.04,0.35,6,1.13,0.27,7,5.52,1.39,8.2,39.6,51.5,10.59,0,3.19,0.12,0.72,6.23,Y,Y,N,Y,1,1,1,0,1,4
B P C L,82.89,132888.42,41.9,6.34,24.22,23.03,23.15,24.2,9.93,6.01,8.37,8.99,11.6,24.86,8.48,12.11,5.42,28.9,28.24,17.51,21.27,0.35,7,1.72,0.3,8,6.04,0.71,6.86,33.41,52.98,8.63,0,4.02,0.29,0.76,5.97,Y,N,N,Y,1,1,1,0,1,4
H P C L,129.35,79240.11,40.38,-18.95,13.94,16.71,19.02,20.89,18.87,4.53,4.62,4.99,6.06,22.98,9.51,12.73,6.36,15.31,20.78,11.1,31.58,0.99,4,1.73,0.18,8,3.68,-1.58,5.64,27.91,54.9,9.31,0,3.46,0.21,1.58,2.74,Y,N,N,Y,1,1,1,0,1,4
NTPC,68.6,386800.01,13.62,12.05,12.86,12.4,12.41,12.28,17.52,10,8.81,9.69,10.69,16.97,12.22,11.75,8.59,9.74,7.28,10.32,6.46,2.56,3,2.3,2.11,8,12.04,9.77,1.94,36.11,51.1,3.68,0,2.47,0.75,1.44,3.24,Y,Y,N,Y,0,0,0,0,1,1
Power Grid Corpn,57.15,293713.07,19,19.25,19.16,18.59,17.63,17.05,18.71,11.21,10.33,10.97,13.78,4.97,5.51,8.62,11.41,7.9,8.48,11.7,13.44,2.21,2,3.37,6.41,7,35.27,33.61,3.56,67.19,51.34,3.5,0,2.91,0.57,1.42,3.16,Y,Y,Y,Y,0,0,0,0,1,1
Adani Green,88.77,260414.94,17.07,22.83,19.16,16.28,11.41,,202,227.11,551.1,551.1,551.1,43.44,34.98,51.57,,67.19,35.89,40.05,,5.6,3,24.62,24.27,7,15.69,14.53,0,0,60.94,22.45,0,4.81,0.49,6.38,1.37,N,Y,N,Y,0,0,0,0,1,1
Adani Power,67.25,228446.49,57.06,44.55,47.81,39.21,33.69,26.13,14.29,11.19,14.43,15.27,15.19,24.29,16.09,12.11,12.63,153.37,88.46,42.5,55.22,0.16,3,5.29,4.21,8,41.37,27.76,0,0.07,72.7,10.84,0.45,6.17,1.33,0.8,6.1,Y,Y,Y,Y,1,1,0,1,1,4
Tata Power Co.,77.24,134875.28,11.28,12.62,11.22,8.64,7.27,6.5,36.73,31.67,28.46,23.53,23.76,23.4,15.51,12.12,5.57,43.77,68.5,13.6,74.09,0.49,5,4.17,2.12,7,6.5,6.7,0.47,17.29,46.86,27.02,0,2.56,0.55,1.66,2.24,Y,Y,N,N,1,0,0,0,1,2
JSW Energy,69.88,116908.23,8.4,7.22,8.66,8.2,7.01,8.13,59.9,47.02,26.89,23.36,19.4,18.39,4.68,4.82,2.88,28.7,19.75,15.5,5.31,3.03,2,4.18,10.24,6,14.45,12.62,0.3,19.05,69.31,5.81,8.5,4.02,1.68,1.1,2.13,Y,Y,N,Y,0,0,0,0,1,1
Adani Energy Sol,20.26,110439.92,8.59,11.6,10.82,11.01,11.7,11.95,74.42,108.02,100.07,71.29,49.05,18.71,17.85,28.47,,-5.5,13.05,13.86,,5.56,4,5.26,5.3,7,6.63,9.63,0,0,69.94,6.03,0.49,3.68,1.66,1.86,1.67,N,Y,N,N,0,0,0,0,1,1
Torrent Power,167.21,92461.06,15.21,19.58,14.58,14.71,13.9,12.6,40.41,17.16,14.2,13.51,13.9,30.71,15.63,15.42,12.14,11.02,15.05,23.87,34.74,2.69,4,7.67,3.2,6,6.68,8.16,0.83,41.95,53.57,9.77,0,6.28,0.87,0.96,4.26,Y,Y,N,N,0,0,0,0,1,1
NHPC Ltd,54.99,78853.52,9.61,10.86,10.29,10.38,9.77,9.35,21.81,11.61,9.21,9.51,10.07,-0.05,1.41,1.59,2.69,2.13,9.2,2.96,10.58,2.37,1,2.04,8.24,4,41.94,40.18,2.42,52.66,67.4,12.31,0,2.29,1.11,0.84,14.45,Y,Y,N,Y,0,0,0,0,1,1
Supreme Inds.,1.96,54497.7,21.73,20.51,22.94,24.75,24.21,24.43,49.95,41.12,37.85,35.95,33.81,16.83,12.55,12.43,11.53,1.94,20.84,13.43,13.54,2.4,3,10.27,5.26,8,10.19,9.19,0.7,35.63,48.85,14.6,0,16.6,1.21,0.01,76.89,Y,Y,N,Y,0,0,0,0,1,1
Abbott India,25.75,60581.84,34.88,31.61,32.2,30.47,29.38,28.47,48.9,49.25,50.38,48.79,46.59,10.71,9.72,10.53,9.9,20.24,22.01,23.33,20.21,2.22,4,16.38,10.22,8,20.54,17.75,1.44,72.53,74.99,15.86,0,22.32,1.96,0.02,141.34,N,Y,Y,Y,0,1,0,0,1,2
Torrent Pharma.,78.73,116178.02,24.23,20.04,20.95,21.39,19.46,23.05,66.76,46.61,42.11,41.17,37.58,10.25,6.93,9.14,9.91,8.45,21.55,8.74,9.15,3.1,2,15.48,10.35,9,14.74,12.66,0.82,57.21,71.25,7.21,0,14.58,1.21,0.42,9.33,Y,Y,Y,Y,0,1,0,1,1,3
Sun Pharma.Inds.,67.41,446372.28,16.69,16.55,15.84,13.79,12.41,13.8,42.33,30.28,29.98,30.04,30.04,13.13,10.78,6.32,11.67,25.14,23.38,5.35,6.42,1.81,2,7.01,9.07,9,20.67,19.7,0.73,33.82,54.48,8.89,0.79,10.77,1.47,0.05,56.68,Y,Y,Y,Y,1,0,0,1,1,3
Cipla,26.8,120242.89,16.79,12.84,14.42,13.5,12.67,12.12,27.12,29.14,29.55,30.08,31.68,10.39,9.51,8.68,9.74,21.32,25.07,24.32,11.63,1.08,4,4.5,4.6,7,16.45,12.63,0.87,25.47,30.92,16.11,0,8.85,1.78,0.02,68.08,N,Y,Y,Y,1,0,0,0,1,2
Dr Reddy's Labs,20.7,108715.32,21.39,21.64,18.67,16.73,15.46,15.84,19.53,20.58,24.48,27.11,27.54,13.72,12.64,10.2,7.64,41.14,24.3,23.46,11.19,0.8,5,3.85,3.76,6,19.68,18.64,0.61,11.96,26.64,24.2,0,7.26,1.46,0.07,38.33,N,Y,Y,Y,1,0,0,1,1,3
Zydus Lifesci.,72.26,99677.54,20.67,13.68,20.84,19.79,19.89,21.37,23.91,22.34,23.32,22.7,23.28,10.72,8.23,11.07,10.47,18.43,16.96,14.86,16.97,1.44,5,5.03,4.84,8,20.33,14.62,0.3,7.82,74.98,6.85,0,8.11,1.45,0.04,57.45,Y,Y,Y,Y,1,1,1,1,1,5
Mankind Pharma,39.63,98394.19,19.71,17.02,19.82,21.53,,,52.48,53.87,53.87,53.87,53.87,18.82,19.33,,,17.61,27.24,,,1.93,5,10.22,10.68,9,18.51,15,0,0,74.87,2.86,0,16.61,1.37,0,121.81,N,N,Y,Y,0,0,0,1,1,2
Lupin,90.58,98376.43,14.14,3.33,1.92,2.23,2.67,7.91,43.46,47.24,44.83,43.73,35.96,9.69,6.41,2.04,5.89,16.96,20.87,-4.37,0.1,2.07,3,6.88,4.73,8,9.56,2.57,0.37,19.04,46.96,6.44,0,9.13,0.9,0.2,10.72,N,N,Y,Y,0,0,0,0,1,1
Aurobindo Pharma,67.14,83680.82,11.53,7.47,10.28,12.69,14.09,16.19,23.38,16.36,15.7,15.75,17.27,5.39,8.19,9.97,13.62,-1.39,6.11,5.11,10.75,3.83,3,2.8,2.82,6,11.27,7.72,0.32,8.31,51.81,6.45,20.39,5.41,1.14,0.22,15.57,Y,Y,N,Y,0,0,0,0,1,1
Alkem Lab,61.7,71052.1,19.56,12.12,17.42,18.68,17.78,18.1,33.15,33.65,28.16,30.69,28.4,12.63,11.48,12.12,15.07,6.78,19.88,11.33,-8.05,1.67,1,6.89,5.58,9,15.08,9.45,0.67,26.63,55.66,16.12,0,10.15,1.9,0.14,22.58,N,Y,Y,Y,1,0,0,0,1,2
Divi's Lab.,69.43,153460.75,12.17,14.9,17.79,18.91,18.83,19.89,91.67,53.73,52.36,47.77,36.14,4.02,9.66,9.85,11.97,-6.91,3.45,6.06,7.54,26.57,4,11.31,18.75,5,20.43,23.49,0.52,49.69,51.89,9.79,0,18.78,5.08,0,759.33,Y,Y,Y,N,0,0,0,0,1,1
P I Industries,30.54,65658.29,21.13,18.46,18.45,18.48,18.63,19.88,37.57,44.31,47.08,43.57,39.69,18.76,21.96,18.94,16.99,31.61,30.61,18.72,22.96,1.14,3,7.52,8.39,7,21.95,18.94,0.35,13.56,46.09,8.54,0,12.7,2.42,0.02,60.28,N,Y,Y,Y,1,1,0,0,1,3
Hind. Unilever,1.85,593988.42,20.24,20.47,19.73,24.03,28.01,31.62,57.79,60.18,64.01,65.84,61.78,9.59,9.5,9.32,7.79,7.93,8.8,11.9,10.15,5.45,4,11.7,9.52,8,16.6,16.82,1.66,96.04,61.9,11.75,0,14.15,1.35,0.03,35.96,N,Y,N,N,0,0,0,0,1,1
Colgate-Palmoliv,48.15,83831.41,74.52,61.15,69.83,67.63,62.85,63,57.07,41.64,45.3,45.47,45.51,5.47,4.95,5.21,4.73,8.9,12.1,12.75,10.52,4.72,4,50.72,13.97,8,23.55,20.19,1.56,119.18,51,18.22,0,46.04,1.08,0.04,395.89,Y,Y,Y,Y,0,1,1,1,1,4
P & G Hygiene,-6.32,51695.99,78.45,80.63,79.52,68.65,64.55,52.68,76.58,79.44,77.7,78.46,73.74,5.57,7.37,8.87,7.45,1.1,9.71,6.34,8.33,7.89,3,66.72,12.29,6,16.05,17.32,1.22,122.62,70.64,12.6,0,49.21,0.99,0,36.07,N,Y,Y,N,0,0,0,0,1,1
Godrej Consumer,30.79,132085.07,-56.02,13.62,-10.67,-1.1,4.64,8.03,73.05,57.33,52.63,50.3,48.07,8.52,6.45,6.17,6.37,,,,,,3,10.85,9.41,4,-52.44,12.97,1.16,-273.7,63,5.36,0.66,13.59,0.83,0.31,10.05,Y,Y,N,N,0,0,0,0,1,1
Dabur India,2.7,95474.41,19.22,19.46,20.3,21.62,22.6,24.25,51.63,55.01,55.71,54.25,51.25,9.06,7.81,7.22,5.8,2.18,3.81,5,7.05,13.31,3,9.68,7.56,6,14.6,14.65,1.02,52.89,66.25,5.07,0,12.47,0.53,0.14,19.17,N,Y,N,N,0,0,0,0,1,1
Asian Paints,0.1,283730.71,31.44,27.74,27.81,27.67,27.07,27.5,55.85,71.81,76.45,66.14,60.92,17.8,13.03,13.03,11.25,20.42,20.52,15.94,16.24,2.72,3,15.15,8.04,6,15.65,12.24,1.13,58.5,52.62,18.88,7.7,18.31,0.99,0.13,32.87,N,Y,N,Y,0,0,0,0,1,1
Berger Paints,-0.11,62597.42,23.54,20.44,22.23,22.89,22.6,22.85,53.64,65.79,74.33,67.01,61.99,17.99,13.06,13.72,11.62,17.59,19.09,15.41,16.65,2.81,4,11.64,5.56,8,10.4,8.15,0.65,34.94,74.99,9.24,0,15.17,0.87,0.14,21.98,N,Y,N,Y,0,0,0,0,1,1
O N G C,42.92,332182.27,16.26,14.13,16.51,13.35,13.27,12.6,7.29,5.33,5.65,6.84,8.87,24.86,7,11.13,13.01,47.06,9.83,11.4,6.88,0.74,6,0.99,0.51,8,9.85,6.03,4.64,31.31,58.89,3.65,0,2.74,0.5,0.45,7.32,Y,Y,N,Y,0,0,1,0,1,2
