Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
DLF,44.92,192331.72,6.95,5.47,5.71,4.27,3.81,3.3,53.41,58.33,56.35,58.5,59.54,5.88,-5.14,-3.46,-2.52,32.5,13.96,21.55,15.68,3.22,4,4.78,27.5,6,41.68,35.56,0.64,45.38,74.08,4.62,0,6.43,0.73,0.11,7.24,N,Y,Y,Y,N,0,0,0,1,1
Macrotech Devel.,46.78,107719.85,10.74,7.09,10.33,10.66,13.39,,50.14,50.01,48.96,48.96,48.96,23.71,-2.83,3.84,,56.35,-4.66,3.36,,-238.76,5,5.92,8.67,8,15.74,9.33,0.21,14.44,72.11,0.91,0,5.29,0.36,0.44,6.85,Y,Y,Y,Y,1,0,1,0,1,3
Rail Vikas,166.17,87518.72,20.39,20.94,20.61,20.27,19.36,17.57,64.96,17.76,7.31,7.45,7.45,12.16,16.65,20.43,24.17,15.86,19.64,20.83,24.64,3.31,4,11.12,4.3,9,6.73,6.25,0.5,30.07,72.84,15.78,0,9.91,2.09,0.77,4.14,Y,Y,N,Y,0,1,1,0,1,3
Godrej Propert.,82.83,81451.34,6.79,5.39,5.4,3.92,4.06,4.68,58.76,88.13,89.16,94.36,76.25,58.32,1.5,9.75,9.92,70.44,20.3,14.65,13.41,2.35,3,7.51,22.7,1,22.19,23.3,0,0,58.48,6.08,0,4.22,0.46,1.25,11.21,N,Y,N,N,N,0,0,0,1,1
Prestige Estates,128.17,73523.5,12.9,7.56,9.13,8.62,8.49,8.63,54.88,34.84,34.25,32.19,30.03,2.84,8.78,7.41,11.94,43.67,29.96,25.43,14.4,1.73,2,6.06,9.12,6,20.65,9.82,0.11,5.25,60.94,3.19,0,3.49,0.35,1.19,2.6,Y,Y,N,Y,1,0,0,0,1,2
Oberoi Realty,76.68,70602.46,13.49,16.6,13.64,11.81,11.38,10.63,30.4,26.94,28.52,28.35,28.28,29.87,11.73,22.06,18.87,33.62,17.17,23.53,17.92,1.77,4,4.77,13.86,7,39.09,44.8,0.41,7.55,67.7,1.94,0,8,1.37,0.14,15.26,Y,Y,N,N,N,0,0,0,1,1
Phoenix Mills,64.14,53001.44,12.13,11.09,9.68,8.37,8.75,8.31,50.14,51.71,53.73,49.27,47.85,56.34,14.98,11.82,10.67,175.25,19.65,27.39,22.06,2.14,2,5.31,12.88,6,33.03,35.09,0.17,8.13,47.27,4.07,0,5.51,0.98,0.47,5.07,N,Y,N,N,N,0,0,0,1,1
Oracle Fin.Serv.,176.87,94447.61,28.98,24.81,26.99,26.59,27.23,26.59,37.85,18.41,17.61,19.11,22.26,8.54,5.15,5.34,5.47,7.75,9.65,8.59,4.72,3.83,5,13.37,13.73,6,34.83,31.7,2.2,93.74,72.69,9.67,0,20.41,5.74,0,95.07,Y,Y,Y,Y,0,0,1,0,1,2
PB Fintech.,145.27,74790.63,1.13,-8.95,-8.46,-10.44,,,730.52,843.42,843.42,843.42,843.42,57.1,47.51,,,26,14.87,,,43.61,3,12.6,19.77,7,1.87,-19.08,0,0,0,31.44,0,20.32,7.29,0.04,5.46,N,Y,N,Y,0,0,0,0,1,1
Coforge,54.52,51619.98,24.09,25.13,24.82,23,22.1,20.74,65.48,41.8,37.62,32.18,22.8,25.33,20.08,18.47,14.82,19.03,14.59,17.12,13.31,4.48,4,8.63,5.09,5,9.1,9.79,0.98,58.13,0,9.75,0,8.9,1.44,0.18,9.08,Y,Y,N,N,0,0,0,0,1,1
TCS,21.09,1468057.1,51.51,46.92,47.4,43.77,40.73,39.78,30.49,30.71,30.87,29.05,26.13,13.63,10.46,10.74,11.4,12.67,9,9.86,10.24,3.71,2,14.46,5.9,7,19.42,18.75,1.36,57.56,71.77,4.66,0.28,18.94,2.62,0.09,83.05,N,Y,N,Y,0,1,0,0,1,2
Infosys,34.9,773150.5,31.83,31.82,30.9,29.19,27.72,26.69,28.69,27.58,27.4,24.14,21.13,15.22,13.2,12.24,11.85,11.45,12.38,10.65,10.4,2.55,3,8.55,4.92,6,16.95,16.35,2.04,72.63,14.43,14.01,0,12.03,2.19,0.1,82.79,Y,Y,N,Y,0,0,0,0,1,1
HCL Technologies,46,502665.75,23.3,23,22.79,22.36,22.94,23.95,29.87,22.41,21.06,19.54,16.89,13.4,12.71,12.71,15.69,12.31,9.27,9.69,14.8,3.22,3,7.3,4.41,7,14.18,14.43,2.81,89.91,60.81,4.53,0,11.4,2.73,0.08,36.6,Y,Y,Y,N,0,1,0,0,1,2
Wipro,42.13,284305.09,14.31,15.86,16.59,17.25,17.11,17.87,24.22,20.58,20.48,19.26,17.92,13.17,8.75,7.12,7.53,1.89,6.91,6.86,5.76,6.24,5,3.49,3.21,8,12.21,12.55,0.18,4.73,72.8,11.1,0,6.25,2.69,0.24,12.82,Y,Y,N,N,0,0,0,0,1,1
LTIMindtree,14.16,174843.29,25.03,28.55,29.05,29.25,29.76,30.64,37.57,33.49,33.04,27.58,26.03,42.13,30.33,27.45,21.85,11.77,12.11,15.61,-6.68,1.52,3,8.3,4.79,3,12.91,13.29,1.1,41.99,68.6,9.09,0,13.36,3.47,0.11,23.86,Y,Y,N,N,1,0,0,0,1,2
Tech Mahindra,53.18,167928.81,8.63,17.62,15.82,16.8,17.82,18.49,51.31,27.3,23.27,19.85,19.03,11.16,8.4,8.62,10.71,-18.73,-11.12,-2.48,-2.61,-4.56,4,6.35,3.21,6,4.61,9.11,2.33,149.73,35.03,10.23,0,9.06,1.85,0.08,14.5,Y,Y,Y,N,1,0,0,0,1,2
Persistent Sys,86.43,88380.98,23.99,25.32,23.74,21.14,19.84,19.56,71.69,47.33,40.13,34.64,20.75,32.86,23.88,19.16,19.39,35.6,27.89,20.42,16.29,2.66,5,15.76,8.24,6,10.9,11.12,0.46,36.63,30.66,16.96,0,20.37,1.95,0.1,30.89,Y,Y,N,N,0,0,0,0,1,1
Mphasis,43.83,57544.15,18.44,21.86,20.37,20.41,19.61,17.64,36.09,28.77,26.53,24.36,20.82,10.95,11.43,11.82,17.74,7.86,7.25,11.52,18.71,4.77,3,6.64,4.2,4,11.62,11.78,1.81,66.86,40.32,4.54,0,9.56,1.64,0.21,11.99,Y,Y,N,N,0,0,0,0,1,1
L&T Technology,23.8,54723.2,25.79,27.32,25.91,26.04,26.78,29.32,43.57,40.72,39.04,35.48,31.08,20.47,12.99,15.78,52.67,21.62,10.89,14.32,68.66,3.87,3,10.3,6.03,5,13.75,14.14,0.97,42.11,73.69,8.24,0,14.04,2.64,0.12,36.03,Y,Y,N,N,0,0,0,0,1,1
ITC,11.19,603241.49,28.43,29.09,27.51,25.74,24.94,25.18,29.36,25.86,21.8,25.18,27.52,12.89,7.95,7.48,7.22,15.11,9.64,9.99,8.45,2.92,6,8.01,8.03,5,29.23,27.39,2.85,83.91,0,14.83,0,13.53,1.86,0,508.5,Y,Y,N,Y,0,0,1,0,1,2
Pidilite Inds.,37.21,161685.69,22.82,18.7,20.7,21.9,22.65,23.63,82.41,92.53,90.49,85.96,64.44,19.3,11.84,11.96,11.2,16.26,13.65,11.07,14.97,6.02,5,18.55,12.77,6,14.54,10.92,0.5,47.06,69.6,9.55,0,23.26,1.53,0.04,54.89,N,Y,N,Y,0,0,0,0,1,1
Solar Industries,99.8,94696.49,30.9,34.79,30.76,27.53,26.58,25.66,102.38,62.49,53.22,47.99,42.9,34.12,19.78,21.2,18.92,49.07,28.18,25.82,22.03,3.63,4,28.65,15.57,7,15.77,12.19,0.08,9.2,73.14,6.64,0.55,30.24,1.06,0.34,12.56,Y,Y,N,Y,0,1,1,0,1,3
SRF,1.46,65417.99,12.22,22.84,19.16,19.7,19,18.55,57.93,38.73,34.77,31.02,24.66,16.08,13.1,15.4,12.58,3.58,15.02,14.02,23.1,3.68,2,5.45,4.84,4,10.14,14.51,0.33,16.03,50.26,13.66,0,6.87,0.57,0.44,5.08,Y,Y,N,N,0,0,0,0,1,1
Linde India,28.15,65167.56,12.88,18.18,14.51,12.1,10.26,8.16,148.2,97.95,80.95,92.07,108.8,23.46,4.79,6.13,6.84,41.72,66.19,125.56,23.23,2.24,3,18.98,24.13,6,15.23,16.83,0.05,24,75,15.7,0,24.02,1.79,0.01,71.41,Y,Y,N,N,0,0,0,0,1,1
UltraTech Cem.,33.92,317428.84,12.19,9.63,12.23,12.94,12.11,11.99,48.28,38.75,33.55,36.71,36.92,16.6,11.33,15.81,13.09,8.08,22.64,13.93,12.59,2.02,2,5.17,4.48,8,9.85,7.99,0.64,28.85,59.99,7.75,0,6.52,0.52,0.28,8.91,Y,Y,Y,Y,0,0,0,0,1,1
Ambuja Cements,32.46,136136.83,10.34,10.71,10.89,10.48,10.11,9.89,42.81,36.74,27.71,26.03,26.96,10.59,4.95,7.42,13.73,7.59,6.28,18.02,7.16,5.06,2,3.14,4.16,7,13.5,8.38,0.36,12.29,67.57,6.64,0,5.17,1.69,0.02,19.08,Y,Y,N,Y,0,0,0,0,1,1
Shree Cement,-2.19,90046,12.24,6.98,11.06,12.28,12.63,13.58,42.84,42.78,48.97,46.76,48.37,14.81,10.33,13.24,14.24,1.92,15.1,8.31,9.8,2.69,1,4.35,4.38,8,11.73,7.06,0.42,15.81,62.55,12.6,0,7.33,0.55,0.08,11.68,Y,Y,Y,Y,0,0,0,0,1,1
Bharat Forge,36.6,65191.72,12.7,6.88,11.56,9.46,11.83,13.45,67.5,63.04,61.69,48.52,43.19,35.27,9.1,13.67,8.87,58.62,-2.85,5.33,7.34,-23.68,3,9.09,4.1,8,5.62,3.54,0.64,12.24,45.25,9.55,0,7.48,0.62,1.11,4.12,Y,Y,N,Y,0,0,0,0,1,1
Polycab India,29.71,97084.55,23.17,19.95,20.51,20.7,20.27,18.99,54.1,44.21,38.65,37.45,37.45,27.07,17.7,18.49,16.3,25.15,26.49,31.87,24.63,1.93,5,11.3,4.82,6,9.62,8.7,0.46,25.26,63.06,14.11,0,14.74,1.18,0.02,17.72,Y,Y,Y,Y,0,0,1,1,1,3
United Spirits,44.84,107662.47,20.98,17.53,19.65,17.68,18.93,14.59,74.89,62.56,67.62,71.61,75.14,11.66,3.92,3.63,0.75,51.72,15.71,24.84,8.72,4.76,3,14.11,9.45,8,12.16,9.04,0.61,46.34,56.67,14.04,1.18,17.25,1.53,0.07,21.73,Y,Y,Y,Y,0,1,0,1,1,3
United Breweries,23.09,52446.38,10.06,8.27,9.35,8.81,10.79,11.19,111.05,119.64,122.3,118.75,98.4,24.17,4.64,8.03,6.74,51.64,-6.15,8.63,6.13,-18.06,3,12.41,6.13,7,5.05,4.36,0.5,64.48,70.84,5.13,12.4,14.52,1.03,0.03,85.22,N,Y,Y,Y,0,0,0,0,1,1
Schaeffler India,20.44,56336.53,20.01,21.88,20.21,17.23,17.57,17.22,59.35,52.65,51.04,46.78,39.63,24.31,9.64,22.02,17.92,46.27,15.3,13.76,14.77,3.88,4,11.52,7.18,5,12.6,12.65,0.72,44.7,74.13,5.55,0,16.91,1.53,0.01,330.71,Y,Y,Y,N,0,0,0,1,1,2
St Bk of India,39.17,696968.2,17.34,16.75,15.66,13,9.91,8.99,9.56,10.49,11.59,11.87,12.35,16.45,11.63,9.65,8.79,44.11,98.73,112.92,14.73,0.1,7,1.68,1.53,8,15.84,16.47,1.75,18.23,57.51,7.67,0,0.59,2.56,13.51,1.36,N,Y,N,N,1,0,0,1,1,3
Bank of Baroda,21.68,123864.47,16.69,15.12,13.93,9.87,7.96,6.56,6.19,7.27,8.5,10.81,9.6,16.79,17.48,15.01,11.33,144.18,54.63,25.15,4.53,0.08,7,1.03,1,6,15.93,15.86,3.17,20.97,63.97,9.56,0,0.55,1.8,12.14,1.37,N,Y,N,Y,1,0,0,1,1,3
Punjab Natl.Bank,30.85,110010.45,8.54,3.34,5.4,4.44,-0.46,-0.2,9.37,15.14,16.38,16.75,15.06,10,15.9,12.42,9.27,49.85,19.11,5.85,-8.44,0.39,8,0.95,0.98,6,8.39,3.87,1.57,18.14,70.08,9.89,0,0.56,4.88,13.15,1.24,N,Y,N,Y,0,0,0,1,1,2
I O B,22.04,94927.91,9.98,8.69,9.14,-1.2,-8.63,-10.19,32.28,28.35,31.64,31.64,32.05,12.33,6.41,2.88,0.59,40.62,18.48,11.19,-11.68,1.47,5,3.4,3.62,5,11.04,10.81,0,0,96.38,2.29,0,0.9,4.53,11.32,1.25,Y,Y,N,Y,1,0,1,1,1,4
Canara Bank,23.74,85481.82,17.94,14.79,14.35,10.51,7.7,6.5,5.48,5.98,6.48,7.03,6.89,16.3,18.18,15.04,10.82,69.15,60,20.57,4.97,0.06,7,0.93,0.75,7,13.92,12.85,3.42,19.12,62.93,14.17,0,0.54,2.58,14.87,1.27,N,Y,N,Y,0,0,0,1,1,2
Union Bank (I),8.35,82626.15,15.64,11.38,11.95,8.79,5.31,5.36,5.38,6.46,6.74,7.06,6.96,13.14,23.95,17.32,13.07,59.7,25.31,12.44,-3.78,0.12,7,0.85,0.78,7,13.74,10.49,3.33,19.92,74.76,7.12,0,0.58,3.24,12.82,1.33,N,Y,N,Y,0,0,0,1,1,2
Indian Bank,20.19,67146.15,15.35,11.8,12.56,11.26,10.19,9.63,7.35,7.33,6.82,7.85,7.82,12.48,23.74,19.45,13.82,30.88,51.07,10.92,9.32,0.09,8,1.11,1.16,5,15.14,12.39,2.41,19.2,73.84,3.82,0,0.55,2.18,11.8,1.35,Y,Y,N,Y,1,0,1,1,1,4
UCO Bank,12.64,51446.49,6.22,7.55,5.98,1.83,-4.66,-5.65,23.57,22.63,27.17,27.17,20.57,14.8,8.81,4.25,1.83,172.63,16.79,11.31,-21.15,1.24,6,1.88,2.19,5,7.57,10.55,0.65,20.24,95.39,3.25,0,0.74,4.78,10.54,1.23,Y,N,N,N,1,0,0,1,1,3
HDFC Bank,18.67,1330349.89,17.14,17.11,16.99,16.85,16.96,17.2,19.23,19.55,20.67,23.89,25.29,30.19,21.95,21.33,20.89,13.4,15.48,16,16.53,0.82,3,2.9,4.13,5,23.02,26.99,1.12,23.12,0,16.75,0,1.06,2.5,6.81,1.48,N,Y,N,N,1,0,0,1,1,3
ICICI Bank,37.55,884876.03,18.8,17.15,17.13,15.23,13.24,13.01,19.53,19.29,21.88,22.42,19.39,21.4,17.25,14.74,12.42,33.32,57.02,21.73,13.84,0.33,5,3.44,5.3,6,28.88,29.26,0.8,15.87,0,9.34,0,1.07,1.57,6.45,1.81,Y,Y,N,N,1,0,0,1,1,3
Axis Bank,18.61,367942.07,18.4,8.73,13.57,10.97,9.73,10.41,13.17,14.18,17.74,30.37,20.27,20.53,15.01,13.96,13.88,53.79,34.19,26.49,12.26,0.34,6,2.34,3.02,4,23.5,12.49,0.08,1.17,8.29,6.71,0,0.93,2.68,8.25,1.54,N,Y,N,Y,1,0,0,1,1,3
Kotak Mah. Bank,3.89,351676.42,15.06,14.31,14.32,14.06,13.97,13.91,18.29,24.71,28.41,33.71,35.83,19.66,13.52,14.11,16.72,22.14,19.45,19.2,19.07,0.9,5,2.71,5.68,5,32.38,35.39,0.11,2.18,25.89,12.84,0,1.34,1.97,4,1.96,N,Y,N,N,1,0,0,1,1,3
IDBI Bank,31.62,88879.36,11.77,8.34,8.98,0.32,-8.83,-9.11,13.13,16.55,17.42,17.42,15.91,9.84,3.65,-0.71,-0.06,55.84,17.89,12.06,-2.95,0.69,7,1.74,3.21,5,21.77,18.11,1.81,27.87,94.71,4.64,0,0.94,2.23,5.77,1.68,N,Y,N,Y,1,0,0,1,1,3
IndusInd Bank,-27.73,81139.92,15.25,14.45,13.48,12.53,12.88,13.32,9.99,13.97,14.78,18.21,23.7,16.41,15.5,17.95,18.68,46.39,15.99,13.33,15.68,0.45,7,1.29,1.66,5,19.57,20.33,1.58,14.35,15.78,14.56,45.48,0.86,3.12,6.89,1.39,N,Y,N,N,1,0,0,1,1,3
Yes Bank,21.5,60750.26,3.18,1.99,2.79,-10.37,-5.12,-1.19,41.77,50.78,50.61,32.77,21.08,11.27,-1.4,7.7,10.71,32.41,-42.92,-39.24,-25.88,-7.57,4,1.35,2.1,7,4.66,3.22,0,0,0,34.78,0,0.81,4.42,8.41,1.09,N,Y,N,Y,1,0,0,1,1,3
Bajaj Auto,89.93,285013.11,26.48,20.5,22.01,21.81,21.78,23.07,38.67,21.09,20.11,19.58,19.87,17.38,8.13,10.9,8.34,18.15,11.47,10.1,9.12,3.62,5,9.2,5.83,7,17.21,16.65,0.78,28.97,55.04,21.89,0.01,12.9,1.36,0.17,62.84,Y,Y,N,Y,0,1,1,0,1,3
Maruti Suzuki,8.92,361652.56,16.84,12.54,12.29,10.79,11.67,12.54,24.59,35.02,38.11,36.28,39.93,26.32,10.51,11.06,12.28,42.99,16.78,11.87,17.8,1.39,5,4.22,2.49,8,9.51,6.88,1.09,29.14,58.19,3.31,0,7.79,0.52,0,93.91,N,Y,Y,Y,1,0,0,0,1,2
M & M,80.09,338345.54,18.39,18.11,17.11,11.8,12.63,12.52,30.64,20.67,22.38,20.89,23.91,23.25,5.84,7.51,6.51,80,16.79,18.46,9.58,1.82,3,5.11,2.38,6,8.82,8.55,0.78,20.87,18.54,9.44,0.06,3.88,0.87,1.64,3.05,Y,Y,N,Y,1,0,0,0,1,2
Hyundai Motor I,,149812.27,39.42,25.54,27.4,,,,24.74,,,,,19.45,,,,,,,,,4,,2.15,6,8.67,7.81,0,177.93,82.5,4.37,0,14.19,1.16,0.07,53.08,N,N,Y,Y,0,0,0,1,0,1
Eicher Motors,35.25,125837.72,24.23,21.12,20.3,18.84,20.79,22.56,30.08,33.67,36.76,34.36,41.72,23.77,11.04,12.99,9.28,43.64,12.6,13.22,26.4,2.37,5,6.97,7.43,7,24.2,20.18,1.11,34.9,49.1,9.52,0,11.35,0.71,0.02,104.02,N,Y,N,Y,0,1,0,0,1,2
TVS Motor Co.,53.9,116390,26.55,25.85,24.11,22.36,23,23.25,61.68,47.42,47.21,44.78,47.59,26.32,14.19,17.76,16.66,39.42,18.25,18.03,24.96,3.38,5,15,2.78,7,4.4,4,0.33,22.54,50.27,8.33,0,6.09,0.95,1.88,2.5,Y,Y,N,Y,0,1,1,0,1,3
Hero Motocorp,59.8,99456.11,21.95,16.73,17.8,18.72,21.18,24.18,24.47,21.25,20.71,20.01,21.34,6.87,2.15,4.05,4.1,10.49,2.37,1.25,7.09,10.24,7,5.62,2.54,7,9.98,7.96,2.31,74.73,34.75,8.72,0,9.21,0.6,0.03,75.33,Y,Y,N,Y,0,1,1,0,1,3
Tata Motors,34.83,318148.12,49.44,5.25,14.63,5.84,5.24,8.92,9.37,16.62,18.25,16.48,14.38,20.58,7.72,7.17,6.52,128,88.17,22.84,6.69,0.1,5,3.38,0.72,8,7.45,0.76,0.35,7.32,42.58,20.49,0,3.33,0.61,1.26,4.4,N,N,Y,Y,1,1,0,0,1,3
Ashok Leyland,27.27,62839.54,28.35,15.05,15.68,10.07,14.17,13.05,25.16,30.87,28.9,24,24.78,33.02,6.64,10.43,14.46,205.5,4.04,6.63,20.34,6.23,5,6.98,1.34,5,5.9,3.14,2.31,58.52,51.41,11.66,27.23,3.01,0.9,4.53,2.32,N,Y,N,Y,0,0,0,0,1,1
Samvardh. Mothe.,105.05,133457.41,11.8,7.16,8.51,8.83,10.33,12.36,41.91,47.79,44.41,36.26,33.34,19.82,9.21,12.84,12.49,23.35,4.5,3.59,9.49,3.42,5,4.91,1.27,6,3.23,2.18,0.42,19.96,58.13,8.55,2.42,4.57,0.74,0.76,3.31,N,Y,N,Y,0,0,0,0,1,1
Bosch,82,105976.4,15.97,13.15,13.74,12.77,13.64,14.72,55.6,39.37,39.6,39.17,40.32,19.84,6.72,6.97,6.69,23.68,2.9,1.29,8.89,19.17,3,8.79,6.28,8,11.02,9.56,1.04,44.42,70.54,7.5,0,12.46,1.42,0,107.88,Y,Y,Y,Y,0,0,0,1,1,2
Uno Minda,60.03,53592.45,18.89,17.08,16.56,14.81,15.69,16.13,60.35,56.7,56.13,50.18,43.65,30.09,18.89,22.52,23.45,58.58,23.36,23.97,65.54,2.44,3,10.84,3.63,7,6.44,6.18,0.21,13.04,68.75,6.3,0,11.53,0.78,0.35,10.82,Y,Y,N,Y,0,0,0,0,1,1
Hindalco Inds.,48.8,152529.82,10.15,11.67,12.99,10.87,10.55,8.86,13.91,10.96,11.96,11.42,12.95,17.83,10.59,11.6,9.43,39.69,14.46,26.97,15.59,0.96,5,1.44,0.69,5,4.72,4.52,0.52,7.65,34.64,11.78,0,3.08,0.64,0.53,5.25,Y,Y,Y,Y,1,0,1,0,1,3
Voltas,110.19,58065.31,4.4,4.42,6.09,8.22,9.63,10.81,128.2,84.63,69.25,62.12,37.94,18.21,11.87,10.94,9.01,-22.07,-13.61,-9.96,0.75,-9.42,3,9.98,4.14,6,1.99,2.57,0.31,72.2,30.3,14.16,0,10.01,0.88,0.13,14.23,Y,Y,N,N,0,0,0,0,1,1
